Title,[0],[0 1],[0 2],[0 3],[0 4],[0 5],[0 6],[0 1 2],[0 1 3],[0 1 4],[0 1 5],[0 1 6],[0 2 4],[0 2 5],[0 2 6],[0 2 7],[0 3 6],[0 3 7],[0 4 8],[0 1 2 3],[0 1 2 4],[0 1 2 5],[0 1 2 6],[0 1 2 7],[0 1 3 4],[0 1 3 5],[0 1 3 6],[0 1 3 7],[0 1 4 5],[0 1 4 6],[0 1 4 7],[0 1 4 8],[0 1 5 6],[0 1 5 7],[0 1 5 8],[0 1 6 7],[0 2 3 5],[0 2 3 6],[0 2 3 7],[0 2 4 6],[0 2 4 7],[0 2 4 8],[0 2 5 7],[0 2 5 8],[0 2 6 8],[0 3 4 7],[0 3 5 8],[0 3 6 9],[0 1 2 3 4],[0 1 2 3 5],[0 1 2 3 6],[0 1 2 3 7],[0 1 2 4 5],[0 1 2 4 6],[0 1 2 4 7],[0 1 2 4 8],[0 1 2 5 6],[0 1 2 5 7],[0 1 2 5 8],[0 1 2 6 7],[0 1 2 6 8],[0 1 3 4 6],[0 1 3 4 7],[0 1 3 4 8],[0 1 3 5 6],[0 1 3 5 7],[0 1 3 5 8],[0 1 3 6 7],[0 1 3 6 8],[0 1 3 6 9],[0 1 3 7 8],[0 1 4 5 7],[0 1 4 5 8],[0 1 4 6 8],[0 1 4 6 9],[0 1 4 7 8],[0 2 3 4 6],[0 2 3 4 7],[0 2 3 5 7],[0 2 3 5 8],[0 2 3 6 8],[0 2 4 5 8],[0 2 4 6 8],[0 2 4 6 9],[0 2 4 7 9],[0 3 4 5 8],[0 1 2 3 4 5],[0 1 2 3 4 6],[0 1 2 3 4 7],[0 1 2 3 4 8],[0 1 2 3 5 6],[0 1 2 3 5 7],[0 1 2 3 5 8],[0 1 2 3 6 7],[0 1 2 3 6 8],[0 1 2 3 6 9],[0 1 2 3 7 8],[0 1 2 4 5 6],[0 1 2 4 5 7],[0 1 2 4 5 8],[0 1 2 4 6 7],[0 1 2 4 6 8],[0 1 2 4 6 9],[0 1 2 4 7 8],[0 1 2 4 7 9],[0 1 2 5 6 7],[0 1 2 5 6 8],[0 1 2 5 6 9],[0 1 2 5 7 8],[0 1 2 5 7 9],[0 1 2 6 7 8],[0 1 3 4 5 7],[0 1 3 4 5 8],[0 1 3 4 6 7],[0 1 3 4 6 8],[0 1 3 4 6 9],[0 1 3 4 7 8],[0 1 3 4 7 9],[0 1 3 5 6 8],[0 1 3 5 6 9],[0 1 3 5 7 8],[0 1 3 5 7 9],[0 1 3 5 8 9],[0 1 3 6 7 9],[0 1 3 6 8 9],[0 1 4 5 6 8],[0 1 4 5 8 9],[0 1 4 6 7 9],[0 2 3 4 5 7],[0 2 3 4 5 8],[0 2 3 4 6 8],[0 2 3 4 6 9],[0 2 3 5 6 8],[0 2 3 5 7 9],[0 2 4 5 7 9],[0 2 4 6 8 10],[0 1 2 3 4 5 6],[0 1 2 3 4 5 7],[0 1 2 3 4 5 8],[0 1 2 3 4 6 7],[0 1 2 3 4 6 8],[0 1 2 3 4 6 9],[0 1 2 3 4 7 8],[0 1 2 3 4 7 9],[0 1 2 3 5 6 7],[0 1 2 3 5 6 8],[0 1 2 3 5 6 9],[0 1 2 3 5 7 8],[0 1 2 3 5 7 9],[0 1 2 3 5 8 9],[0 1 2 3 6 7 8],[0 1 2 3 6 7 9],[0 1 2 4 5 6 8],[0 1 2 4 5 6 9],[0 1 2 4 5 7 8],[0 1 2 4 5 7 9],[0 1 2 4 5 8 9],[0 1 2 4 6 7 8],[0 1 2 4 6 7 9],[0 1 2 4 6 8 9],[0 1 2 4 6 8 10],[0 1 2 4 7 8 9],[0 1 2 5 6 8 9],[0 1 3 4 5 6 8],[0 1 3 4 5 7 8],[0 1 3 4 5 7 9],[0 1 3 4 6 7 9],[0 1 3 4 6 8 9],[0 1 3 4 6 8 10],[0 1 3 5 6 7 9],[0 1 3 5 6 8 10],[0 2 3 4 5 6 8],[0 2 3 4 5 7 9],[0 2 3 4 6 7 9],[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 8],[0 1 2 3 4 5 6 9],[0 1 2 3 4 5 7 8],[0 1 2 3 4 5 7 9],[0 1 2 3 4 5 8 9],[0 1 2 3 4 6 7 8],[0 1 2 3 4 6 7 9],[0 1 2 3 4 6 8 9],[0 1 2 3 4 6 8 10],[0 1 2 3 4 7 8 9],[0 1 2 3 5 6 7 8],[0 1 2 3 5 6 7 9],[0 1 2 3 5 6 8 9],[0 1 2 3 5 6 8 10],[0 1 2 3 5 7 8 9],[0 1 2 3 5 7 8 10],[0 1 2 3 6 7 8 9],[0 1 2 4 5 6 7 9],[0 1 2 4 5 6 8 9],[0 1 2 4 5 6 8 10],[0 1 2 4 5 7 8 9],[0 1 2 4 5 7 8 10],[0 1 2 4 5 7 9 10],[0 1 2 4 6 7 8 10],[0 1 3 4 5 6 7 9],[0 1 3 4 5 6 8 9],[0 2 3 4 5 6 7 9],[0 1 2 3 4 5 6 7 9],[0 1 2 3 4 5 6 8 9],[0 1 2 3 4 5 6 8 10],[0 1 2 3 4 5 7 8 9],[0 1 2 3 4 5 7 8 10],[0 1 2 3 4 6 7 8 9],[0 1 2 3 4 6 7 8 10],[0 1 2 3 4 6 7 9 10],[0 1 2 3 5 6 7 8 10],[0 1 2 4 5 6 8 9 10],[0 1 2 3 4 5 6 7 8 9],[0 1 2 3 4 5 6 7 8 10],[0 1 2 3 4 5 6 7 9 10],[0 1 2 3 4 5 6 8 9 10],[0 1 2 3 4 5 7 8 9 10],[0 1 2 3 4 5 6 7 8 9 10],[0 1 2 3 4 5 6 7 8 9 10 11]
Op. 4 iv,19.354838709677413,2.419354838709677,3.4946236559139776,0.4032258064516128,0,5.331541218637992,0.5376344086021503,0,0,0,0,0,1.6129032258064513,0,0,0,0,0,0,0,0,0,0,0,0,0.5376344086021503,0,0,0,0,1.2544802867383509,0,1.6129032258064513,0,0,0,0,0,0,0,0.6272401433691754,0,0,0,0,0,0,0,0,1.0752688172043006,0,0,0,0,0,0,0,0,1.8817204301075263,0,0,0,0,0,0,0,0,2.150537634408601,0,1.8817204301075263,0,0,2.6881720430107516,0,0,0,0,0,1.8817204301075263,0,0,2.956989247311827,0,0,0,1.6129032258064513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.150537634408601,0,0,4.1816009557945035,5.0179211469534035,0,0,0,0,0,0,0,0,1.0752688172043006,0.8064516129032256,0,8.303464755077657,0,0,0.26881720430107514,0,0.5376344086021503,11.514336917562721,0,0,0,1.6129032258064513,0,0,2.150537634408601,1.0752688172043006,0,0,0,0,0,0,0,0,1.0752688172043006,0,0,0,0,0,0,0,0.5376344086021503,0,0,0,0,0,0,0,0,0,1.6726403823178013,0,0.4032258064516128,0,0,0,0,0,1.6129032258064513,0,0,0,1.6129032258064513,0,1.0752688172043006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 4 v,5.566218809980806,0,0,0,2.6871401151631473,0,0,0,0,1.1516314779270633,0.5758157389635317,0.9596928982725527,0,0,0,1.1516314779270633,0,0,0,0,0,1.9193857965451053,0.9596928982725527,0.47984644913627633,1.9193857965451053,0,0,0,4.126679462571977,0,3.166986564299424,1.1516314779270633,0.9596928982725527,0,0.5758157389635317,0,3.8387715930902107,0.7677543186180422,0,0,0,1.4395393474088292,0,2.3032629558541267,0,1.727447216890595,0,0,0,0.3838771593090211,0,0,2.8790786948176583,0,0.8637236084452975,0.8637236084452975,4.5105566218809985,0,0,0.47984644913627633,0,1.727447216890595,4.606525911708253,1.3435700575815737,0,1.4395393474088292,0,0,0,0,0,2.111324376199616,2.8790786948176583,0,1.9193857965451053,2.2072936660268714,0,2.111324376199616,0,0,1.1516314779270633,0,0,1.1516314779270633,0,0,0,0,0,0,0.7677543186180422,2.3032629558541267,0,0,0.5758157389635317,0,1.727447216890595,0,0,2.6871401151631473,0,0,0,0,0,0,1.1516314779270633,0,0,0,0,0,0,0,1.727447216890595,0,0,0,2.3032629558541267,0,0,0,0.3838771593090211,0,0,3.45489443378119,0,0,0,0,0,0,0,0,0,0,0.3838771593090211,0,0,0.7677543186180422,0,0,0,0,1.1516314779270633,2.3032629558541267,1.9193857965451053,0,0,0,0,0,0.3838771593090211,0,0.3838771593090211,1.1516314779270633,0,0,0,0.7677543186180422,0,0,0,1.3435700575815737,0.5758157389635317,0,0,0,0.5758157389635317,0,0,0,0,1.1516314779270633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 5 i,20.769106142665166,5.837152247373003,1.8296069990278958,1.4581308151645471,2.6200064805813765,1.2185807526732289,1.4581308151645471,0.6075545063185614,1.1526176919872135,8.82516317178162,6.107947970189272,1.388696014442426,2.3677267046243364,1.5622830162477293,3.8883488404387934,0.5207610054159098,0.15275656158866688,2.3468962644077,1.9094570198583356,0,1.0415220108318195,0.5207610054159098,1.0415220108318195,0.17358700180530326,0,0,0.17358700180530326,0.6735175670045765,1.5483960561033048,0.30551312317733376,1.1109568115539408,0.958200249965274,0.15275656158866688,0,1.0901263713373046,0.17358700180530326,0,0,0.8563625422394961,0.15275656158866688,0.2545942693144448,0.5091885386288896,0,1.0091191038281628,0,1.4581308151645473,0.3471740036106065,0,0,0,0,0,0.15275656158866688,0,4.568809887515582,0,0,0.15275656158866688,0.3471740036106065,0,0.15275656158866688,0.30551312317733376,1.7636439383418812,0.30551312317733376,0,0.15275656158866688,0,0,0,0.10183770772577791,0.2545942693144448,0.15275656158866688,0.15275656158866688,0,0.694348007221213,0.4582696847660006,0.15275656158866688,0,0,0,0.15275656158866688,0,0.5091885386288896,0,0,0,0,0,1.4997916955978199,0,0,0,0.30551312317733376,0,0,0.15275656158866688,0,0,0,0,0,0,0,0.3471740036106065,0.4999305651992734,0,0,0,0,0,0,0.15275656158866688,0,0,0,0.050918853862888955,0.3471740036106065,1.1942785724204863,0,0,0,0,0,0,0.15275656158866688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15275656158866688,0,0,0,0,2.6477804008702264,0,0,0,0,0,0,0,0,0,0,0,0,0,2.393186131555781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 5 ii,27.31958762886598,8.762886597938143,3.0927835051546393,3.0927835051546393,4.123711340206185,1.0309278350515463,2.0618556701030926,1.0309278350515463,0.5154639175257731,0,0,1.0309278350515463,0,0,1.0309278350515463,0,0,3.0927835051546393,1.0309278350515463,0,0,0,5.154639175257731,0,0,0,0,6.701030927835052,1.5463917525773196,0,5.670103092783505,3.0927835051546393,0.5154639175257731,0.5154639175257731,1.0309278350515463,1.0309278350515463,0,0,1.5463917525773196,3.0927835051546393,0,0,0,1.0309278350515463,0,4.123711340206185,0,0,0,0,0,0,0,0,1.0309278350515463,0,0,0,0,0,0,0,0,0,0,0.5154639175257731,0,0,0,3.0927835051546393,0,2.0618556701030926,0,0,0,1.0309278350515463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 5 iii,42.062628861104166,5.603211833468874,1.0129192123630961,2.0901507556698813,5.402235799269847,0,2.0258384247261922,2.0258384247261922,4.98420564813587,5.8041878676679,1.278207577505812,4.710878241625193,0,2.355439120812597,2.556415155011624,0,0.33763973745436543,0.4019520683980541,0.6752794749087309,0,0.6752794749087309,2.2107363761892977,0.4019520683980541,0,1.3505589498174617,0,0,0.8039041367961082,1.8811356801028931,1.3505589498174617,2.4277904931242467,0.6029281025970811,0,0.20097603419902704,0.20097603419902704,0,0,1.9534870524145427,0.20097603419902704,0.6029281025970811,1.0048801709951352,0.4019520683980541,0,0.20097603419902704,0,0.20097603419902704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 5 iv,34.87804878048778,5.121951219512194,1.4634146341463412,2.195121951219512,1.4634146341463412,2.682926829268292,2.9268292682926824,0,0,0,4.878048780487805,14.146341463414632,0,3.4146341463414625,2.9268292682926824,3.9024390243902434,0,1.4634146341463412,0,0,0,0.4878048780487804,2.9268292682926824,0,0,2.439024390243902,0,0.9756097560975608,0,0,0,0,2.9268292682926824,0,0,2.9268292682926824,0,0,0.9756097560975608,0,0,0,0,0.4878048780487804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9268292682926824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4634146341463412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 5 v,43.023570848008674,2.519642373340558,0.4876727174207532,1.3817393660254675,1.3410999729070714,1.4223787591438635,0.40639393118396105,0,0,0,0.3251151449471688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4876727174207532,0,0,0.9753454348415064,0,0,1.4630181522622596,0.3251151449471688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8127878623679221,0,0,0,0,1.6255757247358442,1.3004605797886752,1.4630181522622596,0.9753454348415064,1.6255757247358442,0.3251151449471688,4.714169601733947,0,6.014630181522623,0,0,0,1.3004605797886752,0,3.7388241668924413,0,0,0,0,0,0,0,0,0,0.9753454348415064,0,0,0,0,0,0,0,0.6502302898943376,0,0,1.6255757247358442,0.8127878623679221,0,0.8127878623679221,7.315090761311298,0.8127878623679221,0,0,0.8127878623679221,0,0,0,0,0,0,2.438363587103766,0,0,0,0,0,0.8127878623679221,0,2.438363587103766,0.8127878623679221,0.8127878623679221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8127878623679221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 6 i,27.23404255319149,4.680851063829786,0,3.4042553191489358,1.276595744680851,1.7021276595744679,0,1.276595744680851,0.8510638297872339,0.42553191489361697,0.42553191489361697,0.8510638297872339,0,1.0638297872340423,0.21276595744680848,0,0,0.42553191489361697,0.6382978723404255,0,0.42553191489361697,2.127659574468085,1.7021276595744679,0,0,2.1276595744680846,0,0.21276595744680848,1.276595744680851,0.42553191489361697,0.8510638297872339,0,2.76595744680851,1.0638297872340423,0.6382978723404255,0.21276595744680848,0,2.1276595744680846,0,0,0.42553191489361697,0,0,1.0638297872340423,0,0.42553191489361697,0,0,0,0,1.4893617021276595,0.6382978723404255,1.9148936170212763,0,0,0.6382978723404255,0,0.42553191489361697,0,1.276595744680851,0,0.8510638297872339,1.276595744680851,0.8510638297872339,0,0,0,0.8510638297872339,0,0,0,0,0.42553191489361697,0,0,0,0,0,0,0,0,0,0,0.42553191489361697,0,0.21276595744680848,0,0,0.42553191489361697,0,0,0.6382978723404255,1.0638297872340423,0,0,0,0.21276595744680848,0,0,0,0.42553191489361697,0.42553191489361697,0.6382978723404255,0.8510638297872339,0,1.276595744680851,0.6382978723404255,0,0.42553191489361697,0.21276595744680848,0.6382978723404255,0,0.42553191489361697,0.8510638297872339,1.489361702127659,0,0,0,0.42553191489361697,0,0.8510638297872339,1.0638297872340423,0,0,0,0.42553191489361697,0,1.7021276595744679,0,0.42553191489361697,0,0.21276595744680848,0,0,0.21276595744680848,0,0,0,0.42553191489361697,0,0.6382978723404255,0,2.553191489361702,0,0,0,0.42553191489361697,0,0.21276595744680848,0,0.42553191489361697,0.6382978723404255,0.21276595744680848,0,0.8510638297872339,0,0,0,0.42553191489361697,0.42553191489361697,0.42553191489361697,0.42553191489361697,0.42553191489361697,0,0.42553191489361697,0,0,0.42553191489361697,0,0,0,0,0,0,0,0,0,0,0,0.42553191489361697,0,0,0,0,0.21276595744680848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42553191489361697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 6 ii,6.087335293477078,7.731678100838506,1.7641293694870959,0.30491124904715233,0.21779374931939455,0.17423499945551563,0,12.033104649896549,0.8711749972775782,7.165414352608081,0.04355874986387891,0.1306762495916367,0.17423499945551563,0.34846999891103125,0,0,0.1633453119895459,0,0,0,0,0.08711749972775781,0.5989328106283349,0.1306762495916367,1.1434171839268215,0,0,0.17423499945551563,0.2613524991832734,0.4355874986387891,0.1633453119895459,0,0.1306762495916367,0,0,0.08711749972775781,0,0.4355874986387891,0.8493956223456387,0.10889687465969727,0,0,0,0,0,0.3266906239790918,0,0,0,0,0,0,0,0.1633453119895459,0.1633453119895459,0.1633453119895459,0.08711749972775781,4.0836327997386475,0.3266906239790918,13.808123706849615,0,0.3539148426440161,0.1633453119895459,0.3266906239790918,0,0,0.4900359359686377,0.5989328106283349,0,0,0,1.0018512468692147,0,0,0.1633453119895459,0,0.1633453119895459,0,0.1633453119895459,0,0,0.1633453119895459,0,0,0,0,0,0.1633453119895459,0,0,0.4355874986387891,0,0,0,0,0,0,0,0,0.3266906239790918,0,0,0,0,0,0,0.5444843732984863,0,0,0,0.6533812479581836,0,0,0,0,0,1.9601437438745508,0.1633453119895459,0.4900359359686377,0,0,0.05444843732984864,0,0.5444843732984863,0,0.3266906239790918,0,0,0.05444843732984864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.474028095393662,0.3266906239790918,0,0.3266906239790918,0,0,0,3.59359686377001,0,0.3266906239790918,0,0.4900359359686377,0,0,0.13612109332462158,0.38113906130894043,1.3067624959163673,0,0,0,0.9800718719372754,0,0,0,0,0,0,0,0,0,3.9202874877491016,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6135249918327346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.811390613089405,0,2.069040618534248,0
Op. 6 iii,39.197530864197475,4.6296296296296235,4.938271604938266,7.4074074074074,1.8518518518518494,0,1.8518518518518494,1.8518518518518494,0,0,0,3.703703703703699,0,0,2.469135802469132,0,0,0,0,0,0,0,1.8518518518518494,0,0,0,0,5.555555555555548,0,3.086419753086416,0,1.8518518518518494,0,3.703703703703699,0,0,0,0,0,0,0,0,0,3.703703703703699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6172839506172833,0,0,0,0,0,0,0,0,0,1.2345679012345665,0,0,1.8518518518518494,0,0,0,0,7.407407407407398,0,0,0,0,1.2345679012345665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 6 iv,30.725462304409724,0.5689900426742539,0.5689900426742539,0,0,0,0.5689900426742539,0,0,4.8364153627311595,0,0,0,0,0,0,0,0,0,0,1.1379800853485078,0,0.8534850640113809,0,5.974395448079666,0,0,0,9.672830725462319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2759601706970156,0,0,0,0.28449502133712695,1.7069701280227618,0,5.689900426742541,0.5689900426742539,0.8534850640113809,0,0,0,0,1.422475106685635,0,0.5689900426742539,0,0,0,0,0,0,0,0,0,2.84495021337127,0,0,0,0,1.422475106685635,0,4.551920341394031,0,0,0,0,0,0,0,0,0.5689900426742539,0,0,0,1.422475106685635,0,1.7069701280227623,0,0,0,0,0,0,0,0,0,1.422475106685635,0,0,1.1379800853485078,0,0,0,0,2.560455192034143,0,0.5689900426742539,3.982930298719777,0,0,0,1.1379800853485078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7069701280227618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8534850640113809,0,0,0,0,0,0,0,0,0,0.14224751066856348,0.28449502133712695,0,0,0,0,0,0,0,0.28449502133712695,0.5689900426742539,0,0.5689900426742539,0.5689900426742539,0,0,0,0,0,0,0,0,3.4139402560455245,0,0,0,0
Op. 6 v,13.27319587628866,0.6872852233676976,0.3865979381443299,0.5154639175257731,1.0309278350515463,0,0,0,0,0.5154639175257731,0.1718213058419244,0,0,0,1.5463917525773196,0,0,0.25773195876288657,0.25773195876288657,0,0,0,1.0309278350515463,0,0.5154639175257731,0,0,0,0,1.0309278350515463,2.5773195876288657,0.6013745704467354,0,0,0,0,0,0.25773195876288657,1.2886597938144329,0.7731958762886598,0,0,0,0,0,0.0859106529209622,0,0,0,0,0,0,1.2886597938144329,0.5154639175257731,0.7731958762886598,0.25773195876288657,0,0,0.7731958762886598,0,0.25773195876288657,0.5154639175257731,0,0,0,0,0,0,1.2886597938144329,1.0309278350515463,0,2.0618556701030926,0.7731958762886598,1.0309278350515463,0.7731958762886598,0.7731958762886598,0,0,1.0309278350515463,0,0.7731958762886598,0.25773195876288657,0,0,0,0,0,0,0.5154639175257731,0,0,0,0,0,0,0.25773195876288657,0,0.25773195876288657,0,0,0,0,0.25773195876288657,0.7731958762886598,0,0,1.5463917525773196,0,0,0,0,0,0,0,0.25773195876288657,2.3195876288659796,0,0,0,0,0,0,0,0,0,0.5154639175257731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5154639175257731,0,0,0,2.3195876288659796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.505154639175258,0,0,0,0,0,0,0,0,6.958762886597938,0,0,7.731958762886598,0,24.742268041237114,1.5463917525773196
Op. 6 vi,24.161073825503347,0.838926174496644,0.6711409395973151,0.6711409395973151,1.5100671140939592,0.33557046979865757,0,0,0,0.16778523489932878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0067114093959728,1.0067114093959728,0,10.067114093959727,0,0,0,0,0,0,0,0,0,0,0,2.0134228187919456,0,0,0,0,0,0,0,0,0,0,0,0,1.5100671140939592,2.6845637583892605,0,0,6.375838926174494,0,0,0,0,0,0,0.5033557046979864,0.6711409395973151,1.3422818791946303,3.691275167785233,0,1.677852348993288,0,0,0,2.516778523489932,0,0,0,0,0,0,0,0,0,0.33557046979865757,0,1.677852348993288,0,0,0,0,1.0067114093959728,0,0,0,4.362416107382548,0,0,0,0,0,0,2.0134228187919456,1.0067114093959728,0,0,0,0,0,0,0,0.33557046979865757,10.067114093959727,1.0067114093959728,1.0067114093959728,0,0,0,1.0067114093959728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3422818791946303,0,2.6845637583892605,0,0,0,0,0,0,0,0,0,5.369127516778521,0,0,0,0,0,0,0,0,0,3.355704697986576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Op. 7 i,24.390243902439025,1.2195121951219512,1.2195121951219512,0,1.2195121951219512,0.8130081300813007,2.4390243902439024,0,0.40650406504065034,1.2195121951219512,1.2195121951219512,3.2520325203252036,0,0.8130081300813007,0,0.8130081300813007,2.8455284552845526,2.4390243902439024,0,0,2.4390243902439024,0,0,0,0,0,0,0,0,1.2195121951219512,10.569105691056912,0,3.2520325203252027,0,0,0,0,0,2.4390243902439024,0,0,0,0,0,0,0,0,0,4.878048780487805,0,0,0,2.4390243902439024,0,0,0,0,0,2.4390243902439024,2.4390243902439024,2.4390243902439024,0,0,0,2.4390243902439024,0,0,0,0,2.4390243902439024,2.4390243902439024,0,1.6260162601626014,9.75609756097561,2.4390243902439024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
